Date,Open,High,Low,Close,Adj Close,Volume
2023-11-24,67.349998,67.680000,67.339996,67.669998,66.736748,4195000
2023-11-27,67.480003,67.540001,67.300003,67.440002,66.509926,7275100
2023-11-28,67.309998,67.699997,67.190002,67.480003,66.549377,5623500
2023-11-29,67.680000,67.910004,67.470001,67.639999,66.707169,7057600
2023-11-30,67.589996,67.720001,67.309998,67.550003,66.618408,10333100
2023-12-01,67.500000,68.320000,67.459999,68.260002,67.318619,11388500
2023-12-04,67.589996,67.879997,67.470001,67.709999,66.776199,9911500
2023-12-05,67.529999,67.730003,67.370003,67.510002,66.578964,7593800
2023-12-06,68.169998,68.309998,67.699997,67.720001,66.786064,8276200
2023-12-07,67.849998,68.260002,67.580002,68.050003,67.111519,9721500
2023-12-08,67.860001,68.330002,67.849998,68.250000,67.308754,8136800
2023-12-11,68.150002,68.419998,68.080002,68.349998,67.407372,7026100
2023-12-12,68.260002,68.459999,68.019997,68.440002,67.496140,6907600
2023-12-13,68.519997,69.540001,68.190002,69.480003,68.521797,7296300
2023-12-14,69.930000,70.349998,69.779999,70.080002,69.113518,11589700
2023-12-15,69.760002,69.889999,69.379997,69.389999,68.433029,8283300
2023-12-18,69.690002,69.750000,69.389999,69.570000,68.610550,7719500
2023-12-19,69.980003,70.239998,69.980003,70.190002,69.222000,7045400
2023-12-20,69.260002,69.440002,68.500000,68.540001,68.540001,10995100
2023-12-21,69.290001,69.730003,69.150002,69.730003,69.730003,9082200
2023-12-22,69.870003,69.970001,69.580002,69.800003,69.800003,7607200
2023-12-26,69.910004,70.169998,69.760002,70.080002,70.080002,5142600
2023-12-27,70.139999,70.510002,70.110001,70.470001,70.470001,7305500
2023-12-28,70.480003,70.660004,70.269997,70.330002,70.330002,8587200
2023-12-29,70.389999,70.580002,70.180000,70.349998,70.349998,7727500
2024-01-02,69.639999,69.910004,69.480003,69.580002,69.580002,9527200
2024-01-03,68.879997,69.199997,68.669998,69.010002,69.010002,7783700
2024-01-04,69.010002,69.510002,69.010002,69.190002,69.190002,7027900
2024-01-05,69.059998,69.800003,68.989998,69.199997,69.199997,7268600
2024-01-08,69.320000,69.959999,69.290001,69.959999,69.959999,7822300
2024-01-09,69.370003,69.510002,69.250000,69.379997,69.379997,6206400
2024-01-10,69.589996,69.879997,69.559998,69.769997,69.769997,7674200
2024-01-11,69.940002,70.019997,69.110001,69.739998,69.739998,7955600
2024-01-12,70.190002,70.430000,69.900002,70.029999,70.029999,7062500
2024-01-16,69.160004,69.220001,68.660004,68.800003,68.800003,10475700
2024-01-17,67.879997,68.160004,67.639999,68.139999,68.139999,9759400
2024-01-18,68.430000,68.750000,68.279999,68.750000,68.750000,8461900
